City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Belém,BR,-1.4558,-48.5044,80.64,83,0,3.44,1627865206
Marrakesh,MA,31.6315,-8.0083,69.87,60,56,4.61,1627865460
Cardoso,BR,-20.0819,-49.9142,67.42,44,14,5.77,1627865460
Amapá,BR,1.0,-52.0,71.29,98,71,2.91,1627865461
Lebu,CL,-37.6167,-73.65,49.82,80,5,19.19,1627865461
Kangaatsiaq,GL,68.3065,-53.4641,43.92,87,0,5.7,1627865461
Bärnbach,AT,47.0333,15.85,60.93,95,100,2.55,1627865461
Mānvi,IN,15.9833,77.05,74.05,77,100,13.6,1627865462
Kousséri,CM,12.0769,15.0306,75.16,94,100,11.5,1627865462
Goiás,BR,-15.5807,-49.6362,70.61,41,3,4.16,1627865462
Porosozero,RU,62.7191,32.727,52.66,98,17,5.06,1627865463
Manjacaze,MZ,-24.7117,33.8828,57.11,65,0,5.97,1627865463
Kibaya,TZ,-5.3,36.5667,50.9,97,7,3.18,1627865463
Oriximiná,BR,-1.7656,-55.8661,76.37,78,93,2.95,1627865464
Uva,RU,56.9908,52.1852,57.47,88,93,4.45,1627865464
Chardara,KZ,41.2547,67.9692,72.3,38,0,4.14,1627865464
Awjilah,LY,29.1081,21.2869,82.29,38,0,7.76,1627865464
Santa Cruz de La Palma,ES,28.6835,-17.7642,72.14,78,90,16.11,1627865465
Yendi,GH,9.4427,-0.0099,76.19,79,100,4.52,1627865465
Hambantota,LK,6.1241,81.1185,77.34,100,20,5.75,1627865465
Artvin Province,TR,41.1667,41.8333,65.48,91,55,1.9,1627865466
Ulcinj,ME,41.9294,19.2244,79.02,55,2,3.58,1627865466
Raipur,IN,21.2333,81.6333,77.14,94,90,9.22,1627865466
Navrongo,GH,10.8956,-1.0921,76.59,77,35,4.79,1627865467
Morón,AR,-34.6534,-58.6198,50.02,86,0,3.42,1627865353
La Tuque,CA,47.4334,-72.7824,66.45,59,100,6.91,1627865278
Kidal,ML,18.4411,1.4078,81.07,61,100,7.16,1627865467
Bījār,IR,35.8668,47.6051,62.19,59,2,5.64,1627865467
Burgeo,CA,47.6167,-57.6152,57.29,94,21,7.31,1627865468
Eyl,SO,7.9803,49.8164,79.63,69,0,30.42,1627865468
Hagersville,CA,42.9668,-80.0497,64.56,92,36,10.36,1627865189
Borba,BR,-4.3878,-59.5939,80.06,47,95,2.48,1627865468
Thompson,CA,55.7435,-97.8558,84.36,32,20,12.66,1627865469
Cockburn Town,TC,21.4612,-71.1419,82.15,81,99,20.51,1627865469
Pucallpa,PE,-8.3791,-74.5539,78.84,69,75,3.44,1627865469
Rocha,UY,-34.4833,-54.3333,44.65,95,0,4.16,1627865367
Saint Simons,US,31.1352,-81.3901,77.27,94,40,13.8,1627865470
Caconda,AO,-13.7333,15.0667,54.93,40,8,0.47,1627865470
Jalu,LY,29.0331,21.5482,83.44,36,0,9.06,1627865470
Farafangana,MG,-22.8167,47.8333,63.1,92,21,5.23,1627865471
Ajdabiya,LY,30.7554,20.2263,81.84,41,0,8.1,1627865471
Sennar,SD,13.5691,33.5672,75.22,81,86,8.7,1627865471
Murmansk Oblast,RU,68.0,34.0,48.61,96,80,4.88,1627865471
The Valley,AI,18.217,-63.0578,82.81,75,0,14.09,1627865472
Inongo,CD,-1.95,18.2667,68.47,74,46,4.94,1627865472
Knysna,ZA,-34.0363,23.0471,57.58,85,100,5.64,1627865346
Alekseyevka,RU,50.6309,38.6903,71.76,52,100,2.3,1627865472
Nouakchott,MR,18.0858,-15.9785,76.93,84,58,9.66,1627865473
Kologriv,RU,58.8275,44.3178,58.21,99,100,5.1,1627865473
Porto Santo,PT,33.072,-16.3415,71.51,78,40,14.97,1627865473
Mookane,BW,-23.688,26.6595,53.31,32,0,5.48,1627865474
Bāfq,IR,31.6128,55.4107,82.72,15,79,11.21,1627865474
Dunmore Town,BS,25.5,-76.65,84.29,75,9,11.56,1627865474
Rosetta,EG,31.4044,30.4164,78.62,80,0,5.17,1627865475
Bud,US,39.447,-86.1758,75.04,81,0,7.92,1627865475
Lipari,IT,38.4674,14.954,86.56,68,10,5.14,1627865475
Mbigou,GA,-1.9005,11.906,66.09,97,100,4.9,1627865475
Puerto Rico,AR,-26.796,-55.024,51.89,70,0,2.13,1627865476
Capitão Poço,BR,-1.7464,-47.0594,72.54,76,99,3.38,1627865444
Chodzież,PL,52.995,16.9198,59.09,95,100,6.96,1627865476
Zhovkva,UA,50.0583,23.9726,61.81,91,0,9.69,1627865476
Lukulu,ZM,-14.3707,23.242,53.1,61,0,3.89,1627865477
Umm Hājar,TD,13.2954,19.6966,76.23,79,100,8.28,1627865477
Saint Anthony,US,45.0205,-93.218,76.89,45,40,3.0,1627865477
Medininagar,IN,24.0333,84.0667,77.16,88,100,4.07,1627865478
Marsá Maţrūḩ,EG,31.3525,27.2453,79.0,83,0,9.22,1627865478
Iisalmi,FI,63.5592,27.1907,59.02,99,76,4.56,1627865478
Japura,ID,-0.3167,102.35,77.41,90,100,3.0,1627865479
Zhezkazgan,KZ,47.8043,67.7144,79.32,31,10,6.35,1627865479
Kédougou,SN,12.5579,-12.1743,74.41,90,92,5.21,1627865479
Béboto,TD,8.2668,16.939,70.18,93,100,3.56,1627865479
Great Yarmouth,GB,52.6083,1.7305,55.94,84,5,8.23,1627865480
Ilhéus,BR,-14.7889,-39.0494,67.82,94,75,6.91,1627865329
Santa Cruz del Sur,CU,20.7147,-77.9956,81.79,78,84,3.29,1627865480
Trofors,NO,65.5333,13.4063,45.75,90,38,3.22,1627865480
Bulungu,CD,-4.55,18.6,71.11,40,100,2.98,1627865481
Shakawe,BW,-18.3667,21.85,53.2,50,0,5.03,1627865481
Luanda,AO,-8.8368,13.2343,73.4,83,75,6.91,1627865228
Plettenberg Bay,ZA,-34.0527,23.3716,58.03,84,100,8.03,1627865481
Ust'-Koksa,RU,50.2696,85.6108,56.86,69,9,1.54,1627865482
Tambura,SS,5.6,27.4667,67.53,99,100,1.88,1627865482
Moche,PE,-8.1711,-79.0092,64.58,88,90,6.91,1627865482
Andros Town,BS,24.7,-77.7667,84.16,74,2,11.9,1627865483
Bulawayo,ZW,-20.15,28.5833,50.34,61,0,3.58,1627865483
Triel-sur-Seine,FR,48.9782,2.0074,63.16,83,0,4.61,1627865483
Natal,BR,-5.795,-35.2094,75.85,83,0,10.36,1627865484
Irecê,BR,-11.3042,-41.8558,64.09,67,37,15.21,1627865187
La Maná,EC,-0.9333,-79.2167,80.89,75,9,4.72,1627865484
Taltal,CL,-25.4,-70.4833,58.5,75,21,3.69,1627865484
Prieska,ZA,-29.6641,22.7474,47.37,52,0,3.24,1627865485
Najrān,SA,17.4924,44.1277,86.65,51,98,14.09,1627865485
Vikýřovice,CZ,49.9779,17.0123,60.04,91,100,2.66,1627865485
Donji grad,HR,45.8131,15.9775,66.88,82,75,1.99,1627865486
Santa Rosa,PH,14.3122,121.1114,88.09,72,100,15.9,1627865392
Lima,PE,-12.0432,-77.0282,61.9,82,90,6.91,1627865486
Muhafazat Lahij,YE,13.1667,44.5833,83.97,63,100,5.61,1627865486
Nampula,MZ,-15.1165,39.2666,60.75,94,20,3.44,1627865487
San Juan,AR,-31.5375,-68.5364,55.8,27,0,4.5,1627865341
Turiaçu,BR,-1.6633,-45.3717,72.95,80,57,2.08,1627865487
Kalabo,ZM,-14.97,22.6814,54.23,58,0,4.63,1627865487
Baie-Comeau,CA,49.2168,-68.1489,60.8,94,75,2.3,1627865488
Catherinas Lust,GY,6.4,-57.6,77.77,85,100,3.87,1627865488
Codajás,BR,-3.8367,-62.0569,76.46,56,26,1.19,1627865488
Tres Arroyos,AR,-38.3739,-60.2798,41.14,57,0,8.52,1627865489
Marawi,PH,7.9986,124.2928,82.65,67,54,5.59,1627865489
Bhandāra,IN,21.1667,79.65,77.59,85,100,14.76,1627865489
Muzhi,RU,65.3667,64.6667,55.04,92,100,2.57,1627865489
Mēga,ET,4.05,38.3,55.22,78,98,16.33,1627865490
Berlevåg,NO,70.8578,29.0864,46.02,92,100,17.67,1627865490
Yei,SS,4.095,30.6779,66.06,96,100,4.09,1627865490
Shurugwi,ZW,-19.6702,30.0059,48.0,55,0,2.57,1627865491
Kismayo,SO,-0.3582,42.5454,74.7,85,100,18.39,1627865491
Mahajanga,MG,-15.7167,46.3167,68.02,73,0,3.44,1627865491
Misasi,TZ,-3.0,33.0833,66.2,52,2,9.33,1627865492
Boralday,KZ,43.3578,76.8594,66.06,39,20,6.71,1627865492
Synya,RU,65.3718,58.0387,51.26,98,89,3.04,1627865492
Nola,IT,40.922,14.5329,80.37,61,7,4.99,1627865492
Nauta,PE,-4.5061,-73.5757,71.44,75,11,2.13,1627865493
Aksu,CN,41.1231,80.2644,77.25,18,91,5.86,1627865493
Monte Alegre de Minas,BR,-18.8706,-48.8808,72.25,52,3,6.6,1627865494
Owosso,US,42.9978,-84.1766,66.6,63,1,5.75,1627865494
Shakiso,ET,5.75,38.9167,58.71,82,100,3.85,1627865494
Portel,BR,-1.9356,-50.8211,75.87,79,34,3.24,1627865494
Patillas,PR,18.0064,-66.0157,82.65,78,5,6.29,1627865495
Saint-François,FR,46.4154,3.9054,55.18,94,40,1.14,1627865495
Singānallūr,IN,11.0,77.0167,73.44,94,20,9.22,1627865495
La Rioja,ES,42.25,-2.5,50.04,84,100,4.76,1627865496
Arlit,NE,18.7369,7.3853,95.0,25,5,11.86,1627865496
Carinhanha,BR,-14.3047,-43.765,70.29,43,97,10.2,1627865496
Goderich,CA,43.7501,-81.7165,65.91,72,75,10.36,1627865497
Esil,KZ,51.9556,66.4042,70.18,67,7,6.44,1627865497
Sovetskiy,RU,61.3614,63.5842,55.26,94,15,7.87,1627865497
Sioux Lookout,CA,50.1001,-91.917,75.27,41,75,2.3,1627865497
Chapais,CA,49.7834,-74.8492,56.98,74,100,4.45,1627865498
Farsund,NO,58.0948,6.8047,57.94,83,91,8.28,1627865498
Saint-Joseph,RE,-21.3667,55.6167,66.56,71,37,7.58,1627865498
Maniitsoq,GL,65.4167,-52.9,48.47,75,100,3.44,1627865499
Brae,GB,60.3964,-1.353,49.91,80,100,12.03,1627865499
Abaí,PY,-26.0333,-55.9333,53.89,67,0,1.23,1627865499
Herat Province,AF,34.5,62.0,72.18,18,0,12.48,1627865499
Narva-Jõesuu,EE,59.4589,28.0408,59.22,78,100,8.72,1627865500
Constitución,CL,-35.3333,-72.4167,53.22,65,0,6.71,1627865500
Jumla,NP,29.2747,82.1838,64.87,88,97,1.77,1627865500
Talara,PE,-4.5772,-81.2719,65.28,87,0,20.15,1627865501
Korla,CN,41.7597,86.1469,77.27,15,98,2.42,1627865501
Laas,IT,46.6166,10.7002,58.08,91,69,5.5,1627865501
Fuerte Olimpo,PY,-21.0415,-57.8738,68.07,44,100,4.47,1627865502
Havøysund,NO,70.9963,24.6622,45.48,85,100,9.71,1627865502
Kemijärvi,FI,66.7131,27.4306,50.29,97,100,6.17,1627865502
Kiryat Gat,IL,31.61,34.7642,85.41,63,0,1.16,1627865285
Laï,TD,9.3952,16.2989,73.0,93,100,4.65,1627865503
Manicoré,BR,-5.8092,-61.3003,76.87,47,17,1.95,1627865503
São José da Coroa Grande,BR,-8.8978,-35.1478,73.31,80,4,12.84,1627865503
Sistranda,NO,63.7256,8.834,49.89,71,32,11.05,1627865504
Thyborøn,DK,56.6985,8.2124,59.09,87,31,9.78,1627865504
Zapadnaya Dvina,RU,56.259,32.0745,61.34,66,100,4.72,1627865504
Moyale,KE,3.5167,39.0584,64.98,70,100,12.68,1627865505
Makat,KZ,47.6469,53.3463,83.62,21,2,5.3,1627865505
Humaitá,BR,-7.5061,-63.0208,76.23,43,1,3.31,1627865505
Quelimane,MZ,-17.8786,36.8883,62.55,93,0,1.99,1627865505
Raudeberg,NO,61.9875,5.1352,52.47,86,22,15.3,1627865506
Zhangaözen,KZ,43.3,52.8,82.76,14,0,2.91,1627865506
Poopó,BO,-18.3667,-66.9667,40.46,62,48,5.19,1627865506
Nortelândia,BR,-14.4547,-56.8028,71.67,34,0,2.73,1627865507
Pala,TD,9.3642,14.9046,71.38,96,100,5.41,1627865507
Gouré,NE,13.9835,10.2704,81.99,64,100,11.34,1627865507
Tsogni,GA,-2.7942,10.0988,71.44,88,76,4.45,1627865508
Porbandar,IN,21.6422,69.6093,81.43,86,100,19.57,1627865508
Cervo,ES,43.6702,-7.4101,59.97,84,25,1.99,1627865508
Lethem,GY,3.3803,-59.7968,74.3,94,100,2.89,1627865508
Praia da Vitória,PT,38.7333,-27.0667,75.76,100,90,13.98,1627865509
Ust-Tsilma,RU,65.441,52.1498,48.67,96,49,2.51,1627865509
Gore,NZ,-46.1028,168.9436,45.23,85,100,2.08,1627865509
Tekāri,IN,24.9333,84.8333,80.82,78,100,5.26,1627865510
Bonthe,SL,7.5264,-12.505,76.14,86,86,9.66,1627865510
Kohlu,PK,29.8962,69.252,80.37,60,55,2.06,1627865510
La Celia,CO,5.0433,-76.0167,69.39,98,100,3.74,1627865511
Khanbari,NP,27.3747,87.2039,74.48,89,100,1.97,1627865511
Arinos,BR,-15.9169,-46.1056,65.39,57,49,3.78,1627865511
Warrington,GB,53.3925,-2.5802,58.55,81,75,5.75,1627865512
Yabrūd,SY,33.9674,36.6574,65.52,36,0,3.38,1627865512
Tromsø,NO,69.6496,18.957,46.42,76,90,3.0,1627865512
Bentiu,SS,9.2333,29.8333,69.91,97,53,4.45,1627865512
Sinnamary,GF,5.3833,-52.95,78.03,84,3,8.05,1627865513
Esim,GH,4.8699,-2.2405,75.38,90,11,4.7,1627865513
Isāgarh,IN,24.8333,77.8833,74.59,96,100,14.97,1627865513
Edgewater,US,28.9889,-80.9023,87.89,72,94,5.41,1627865513
Jinotega,NI,13.0917,-86.0018,67.87,79,95,5.3,1627865514
Biltine,TD,14.5333,20.9167,73.47,76,100,10.54,1627865514
Tomé,CL,-36.6167,-72.95,52.41,65,5,4.14,1627865514
Barvinkove,UA,48.9097,37.0205,72.18,59,29,2.93,1627865515
Kaya,BF,13.0917,-1.0844,78.87,69,13,9.66,1627865515
Praia,CV,14.9215,-23.5087,77.54,73,75,4.61,1627865515
Pidhorodna,UA,48.107,30.8895,69.08,82,4,6.98,1627865515
Kiruna,SE,67.8557,20.2251,40.12,81,90,6.91,1627865516
Sicuani,PE,-14.2694,-71.2261,45.18,62,6,5.97,1627865516
Bāsudebpur,IN,21.1353,86.7386,81.9,76,99,7.0,1627865516
Tuscaloosa,US,33.2098,-87.5692,87.58,83,1,6.91,1627865273
Kasempa,ZM,-13.4584,25.8338,53.73,71,3,5.46,1627865517
Florence,IT,43.7667,11.25,72.64,76,0,3.44,1627865469
Kareli,IN,22.9167,79.0667,73.44,89,100,18.3,1627865517
Iracoubo,GF,5.4802,-53.2011,78.13,84,43,7.9,1627865517
Uyuni,BO,-20.4597,-66.825,39.22,26,55,4.41,1627865518
Arrondissement d'Issoudun,FR,47.0,1.8333,57.11,94,0,6.91,1627865518
Shihezi,CN,44.3,86.0333,78.21,19,0,4.0,1627865518
Samarkand,UZ,39.6542,66.9597,72.82,46,2,4.61,1627865519
Staryy Nadym,RU,65.6118,72.6842,57.45,91,100,12.26,1627865519
Inta,RU,66.0317,60.1659,50.99,93,75,8.77,1627865519
Visnes,NO,59.3556,5.2242,54.57,76,18,28.77,1627865520
Sarkand,KZ,45.41,79.9186,74.28,20,0,3.31,1627865520
Władysławowo,PL,54.7909,18.4009,61.77,86,100,7.63,1627865520
Crossville,US,35.949,-85.0269,73.31,82,1,5.75,1627865284
Batticaloa,LK,7.7102,81.6924,80.51,71,100,6.4,1627865521
Stilling,DK,56.0622,9.9882,56.66,88,8,1.99,1627865521
Staryy Saltiv,UA,50.0827,36.7939,72.95,53,53,4.36,1627865521
Östersund,SE,63.1792,14.6357,43.61,87,29,8.05,1627865521
Gibara,CU,21.1097,-76.1317,81.01,87,7,13.15,1627865522
Barnstaple,GB,51.0802,-4.0581,57.2,90,27,4.7,1627865522
Norton Shores,US,43.1689,-86.2639,72.21,66,99,1.99,1627865322
Pionerskiy,RU,54.9508,20.2275,60.64,82,100,8.66,1627865522
Ostrovnoy,RU,68.0531,39.5131,48.61,84,57,7.99,1627865523
Bondo,CD,3.8146,23.6866,69.33,94,100,0.47,1627865523
Filingué,NE,14.3521,3.3168,84.76,57,73,15.99,1627865523
Aasiaat,GL,68.7098,-52.8699,39.15,82,0,6.98,1627865524
Dodola,ET,6.9833,39.1833,51.6,90,100,1.74,1627865524
Ashtabula,US,41.7001,-80.7665,68.65,82,75,6.91,1627865524
Spartanburg,US,34.9496,-81.9321,83.26,78,1,0.0,1627865525
Olafsvik,IS,64.8945,-23.7142,53.35,90,67,3.33,1627865525
Marsh Harbour,BS,26.5412,-77.0636,84.4,74,61,12.53,1627865525
Mizhhirya,UA,48.5246,23.5056,64.54,95,4,5.26,1627865525
Una,IN,20.8167,71.0333,80.06,86,100,16.33,1627865526
Port Blair,IN,11.6667,92.75,82.22,81,100,19.48,1627865526
Sungurlu,TR,40.1675,34.3739,63.88,74,0,4.5,1627865526
Mhlume,SZ,-26.0333,31.85,56.64,29,34,3.4,1627865527
Širvintos,LT,55.05,24.95,63.95,97,100,5.1,1627865527
Boquira,BR,-12.8231,-42.7306,66.78,51,100,7.05,1627865527
Walvis Bay,NA,-22.9575,14.5053,70.75,17,0,10.36,1627865527
Mambolo,SL,8.9231,-13.0444,73.51,96,99,4.05,1627865528
Necochea,AR,-38.5473,-58.7368,41.65,70,0,8.84,1627865528
Salamiyah,SY,35.0113,37.0532,74.23,61,0,7.38,1627865528
Zambezi,ZM,-13.5432,23.1047,52.88,60,0,5.44,1627865529
Lohja,FI,60.2486,24.0653,60.58,97,100,4.54,1627865529
Maridi,SS,4.9158,29.4742,64.02,99,96,4.07,1627865529
Sainte-Adèle,CA,45.9501,-74.1325,62.42,86,100,0.22,1627865461
Huancayo,PE,-12.0667,-75.2333,48.29,75,28,3.67,1627865530
Catabola,AO,-12.15,17.2833,53.98,41,1,2.53,1627865530
Malinyi,TZ,-8.9333,36.1333,67.78,61,50,1.16,1627865530
Catia La Mar,VE,10.6038,-67.0303,82.6,89,37,4.61,1627865530
Endicott,US,42.0984,-76.0494,62.37,91,75,0.0,1627865531
Guadalajara,MX,20.6667,-103.3333,66.06,79,100,5.23,1627865397
Tornio,FI,65.8481,24.1466,53.62,91,28,10.09,1627865531
Doha,QA,25.2867,51.5333,93.51,52,0,0.0,1627865531
Owensboro,US,37.7742,-87.1133,78.85,61,1,5.75,1627865341
Tauá,BR,-5.9667,-40.3,71.76,59,65,10.96,1627865527
Perevolotskiy,RU,51.8763,54.1938,71.04,47,6,2.46,1627865532
Ikom,NG,5.9667,8.7063,71.47,97,100,0.76,1627865532
Tanout,NE,14.9709,8.8879,86.22,48,53,12.73,1627865532
Mariehamn,AX,60.0973,19.9348,60.66,77,0,3.44,1627865533
Kalaiya,NP,27.0327,85.0022,79.86,91,100,8.01,1627865533
Téra,NE,14.0078,0.7531,82.74,59,99,13.44,1627865533
Mattru,SL,7.6244,-11.8332,72.68,95,87,3.31,1627865534
Nur-Sultan,KZ,51.1801,71.446,67.95,68,0,6.71,1627865534
Baracoa,CU,20.3467,-74.4958,81.93,85,100,7.47,1627865534
Mglin,RU,53.0591,32.8475,64.08,93,100,7.27,1627865535
Agirish,RU,61.9247,63.0231,54.9,94,14,7.43,1627865535
Ouricuri,BR,-7.8825,-40.0817,71.6,57,67,10.47,1627865405
Marietta,US,33.9526,-84.5499,82.76,83,90,5.75,1627865504
General Roca,AR,-39.0333,-67.5833,45.0,46,51,4.94,1627865535
Fryazino,RU,55.9606,38.0456,68.0,89,100,2.98,1627865536
Grand-Santi,GF,4.25,-54.3833,73.78,97,99,2.44,1627865536
Warwick,US,41.7001,-71.4162,70.57,78,90,11.5,1627865357
São Francisco,BR,-15.9486,-44.8644,67.42,49,3,8.43,1627865536
Iquique,CL,-20.2208,-70.1431,59.04,77,100,4.14,1627865454
Djebeniana,TN,35.035,10.9081,82.2,74,1,14.65,1627865537
Tefé,BR,-3.3542,-64.7114,73.63,60,44,1.41,1627865468
Vila do Maio,CV,15.1333,-23.2167,77.79,76,61,2.1,1627865537
Māngrol,IN,21.1167,70.1167,81.37,85,100,20.0,1627865538
Corrales,US,35.2378,-106.6067,82.4,50,75,1.99,1627865538
Killybegs,IE,54.6333,-8.45,52.45,83,100,2.28,1627865538
Zharkent,KZ,44.1628,80.0,73.63,23,2,3.65,1627865538
Bogorodskoye,RU,56.55,37.8833,67.78,92,100,5.06,1627865539
Oktyabr'skiy,RU,54.4815,53.471,63.28,62,80,4.5,1627865540
Plouzané,FR,48.3833,-4.6167,60.85,94,90,3.44,1627865540
Florø,NO,61.5996,5.0328,53.56,62,0,13.8,1627865540
Humberto de Campos,BR,-2.5983,-43.4611,74.57,85,32,3.33,1627865540
Chitipa,MW,-9.7024,33.2697,57.13,86,93,3.29,1627865541
St. George's,GD,12.0564,-61.7485,82.08,83,20,11.5,1627865541
Linköping,SE,58.4109,15.6216,57.18,84,90,3.44,1627865541
Ugoofaaru,MV,5.6667,73.0,82.81,75,83,12.19,1627865542
Pokhara,NP,28.2333,83.9833,74.34,89,68,0.94,1627865542
Mortka,RU,59.3322,66.0214,56.5,96,3,7.27,1627865542
Maricá,BR,-22.9194,-42.8186,64.35,76,4,10.09,1627865472
City of San Pedro,PH,14.35,121.0167,87.31,76,90,11.5,1627865543
Valdivia,CL,-39.8142,-73.2459,42.75,85,100,2.71,1627865543
Bay Roberts,CA,47.5999,-53.2648,62.35,87,11,5.99,1627865543
Stornoway,GB,58.2093,-6.3865,50.94,81,90,8.05,1627865544
Telde,ES,27.9924,-15.4192,70.05,68,75,24.16,1627865544
Seaham,GB,54.839,-1.3458,52.92,85,100,4.63,1627865544
Koindu,GN,8.4386,-10.3253,69.3,98,98,3.67,1627865545
Shīeli,KZ,44.1667,66.75,79.41,16,0,10.54,1627865545
Kuruman,ZA,-27.4524,23.4325,46.83,41,2,5.12,1627865545
Miranda,CO,3.2499,-76.2281,77.13,77,100,6.49,1627865545
Mangan,IN,27.5167,88.5333,78.58,89,93,1.01,1627865546
Dekar,BW,-21.5333,21.9333,50.65,48,0,6.4,1627865546
Pitimbu,BR,-7.4706,-34.8086,73.99,83,26,16.58,1627865546
San Onofre,CO,9.7359,-75.5263,80.55,86,52,7.52,1627865547
Ilebo,CD,-4.3167,20.5833,65.39,39,90,1.95,1627865547
Bocas del Toro,PA,9.3333,-82.25,84.07,81,100,9.06,1627865547
Bouca,CF,6.5105,18.2733,68.7,96,100,3.47,1627865547
